2.234592240741514757e-04,-7.412296287431866795e-04
4.436876160716288881e-04,-2.484598496332916795e-03
8.515179716225130093e-04,-5.411855329369653217e-03
1.574193361658679556e-03,-1.006522089126480300e-02
2.871093892310491030e-03,-1.745823997126732391e-02
4.665547456734381142e-03,-2.636227680274268528e-02
8.140262086027912763e-03,-4.103747158000019962e-02
1.321367170908091179e-02,-5.871765573845248026e-02
2.153341096231894611e-02,-8.156632150909279289e-02
3.311579305996405209e-02,-1.048210538327458280e-01
5.138659298864366176e-02,-1.280106345721218342e-01
7.308316790395069651e-02,-1.395242071514376792e-01
1.070146534857842335e-01,-1.324702203121107258e-01
1.482870854675336914e-01,-9.340828242435257611e-02
2.039151459646743048e-01,3.246465513347625612e-04
2.691680028528157242e-01,1.584679416354153603e-01
3.376835025853642258e-01,3.751206789958889676e-01
4.094616451623198650e-01,6.551021231586786620e-01
4.910277162724966948e-01,1.033503661735882817e+00
5.122348947611427006e-01,1.022249793801213169e+00
5.758564302270806623e-01,6.595733861029760003e-01
6.362153228486113754e-01,3.600739654078962126e-01
6.949428940479387418e-01,1.120425043838252921e-01
7.471451795584519440e-01,-6.987578920796674864e-02
7.895595365357438444e-01,-1.863591833327996328e-01
8.221859649798144432e-01,-2.518654715684416900e-01
8.548123934238852639e-01,-2.932754371744704103e-01
8.792822147569382407e-01,-3.062606694067814828e-01
9.021207146677877597e-01,-3.015127936495421990e-01
9.200652503120266834e-01,-2.845293423939951327e-01
9.331158216896550117e-01,-2.625392124290244489e-01
9.429037502228760914e-01,-2.388177181664126458e-01
9.559543216005045307e-01,-1.975505300977505319e-01
9.641109287115222637e-01,-1.657344568974333521e-01
9.722675358225397746e-01,-1.278943030397136915e-01
9.787928215113538277e-01,-9.280291542761508194e-02
9.836867857779646451e-01,-6.286992632409742210e-02
9.869494286223715607e-01,-4.050496799212618959e-02
9.918433928889822671e-01,-3.343082099724921721e-03
9.918433928889822671e-01,-3.343082099724921721e-03
9.934747143111857248e-01,1.747792611810574520e-02
9.934747143111857248e-01,1.747792611810574520e-02
9.967373571555928624e-01,5.911994255376991358e-02
9.967373571555928624e-01,5.911994255376991358e-02
9.983686785777964312e-01,8.355539916604412531e-02
9.983686785777964312e-01,8.355539916604412531e-02
9.983686785777964312e-01,8.355539916604412531e-02
