2.234592240741514757e-04,-9.916403849125939814e+03
4.436876160716288881e-04,-8.745574539533030475e+03
8.515179716225130093e-04,-7.634207760015774511e+03
1.574193361658679556e-03,-6.589088020046870952e+03
2.871093892310491030e-03,-5.571247704440160305e+03
4.665547456734381142e-03,-4.754328185971167841e+03
8.140262086027912763e-03,-3.828010608206586312e+03
1.321367170908091179e-02,-3.036611802791260743e+03
2.153341096231894611e-02,-2.261863680831349029e+03
3.311579305996405209e-02,-1.609499929261371108e+03
5.138659298864366176e-02,-9.894443216980247371e+02
7.308316790395069651e-02,-5.420832637310289783e+02
1.070146534857842335e-01,-1.302447047864597209e+02
1.482870854675336914e-01,1.386807949550741341e+02
2.039151459646743048e-01,3.006014962746579613e+02
2.691680028528157242e-01,3.371304352854101012e+02
3.376835025853642258e-01,2.795946924867609482e+02
4.094616451623198650e-01,1.624721068544460820e+02
4.910277162724966948e-01,-3.216878694130672844e+00
5.122348947611427006e-01,-4.806558859630425928e+01
5.758564302270806623e-01,-1.786631260469496851e+02
6.362153228486113754e-01,-2.862858662615310550e+02
6.949428940479387418e-01,-3.602143509833010739e+02
7.471451795584519440e-01,-3.829720154630482511e+02
7.895595365357438444e-01,-3.544790148305816615e+02
8.221859649798144432e-01,-2.894145885743733970e+02
8.548123934238852639e-01,-1.685041321174439872e+02
8.792822147569382407e-01,-2.384883421240120427e+01
9.021207146677877597e-01,1.739882224812234881e+02
9.200652503120266834e-01,3.931772605143526675e+02
9.331158216896550117e-01,6.050951644629155908e+02
9.429037502228760914e-01,8.057572149025769477e+02
9.559543216005045307e-01,1.156002259321534211e+03
9.641109287115222637e-01,1.447560948664179705e+03
9.722675358225397746e-01,1.829651786635901317e+03
9.787928215113538277e-01,2.241218215400034296e+03
9.836867857779646451e-01,2.654397282793032446e+03
9.869494286223715607e-01,3.012274996075732361e+03
9.918433928889822671e-01,3.780310724282441242e+03
9.918433928889822671e-01,3.780310724282441242e+03
9.934747143111857248e-01,4.149943110841414637e+03
9.934747143111857248e-01,4.149943110841414637e+03
9.967373571555928624e-01,5.311162678247783333e+03
9.967373571555928624e-01,5.311162678247783333e+03
9.983686785777964312e-01,6.484178810558274563e+03
9.983686785777964312e-01,6.484178810558274563e+03
9.983686785777964312e-01,6.484178810558274563e+03
